"";"banalfreq";"X.titre_Revolution";"X.titre_Revolution..Pleasure.Beach..Blackpool.";"X.titre_Revolution..album.de.Sirsy.";"X.titre_Revolution..catch.";"X.titre_Revolution..chanson.";"X.titre_Revolution..essai.";"X.titre_Revolution..film..1985.";"X.titre_Revolution..film..2009.";"X.titre_Revolution..hebdomadaire.";"X.titre_Revolution..politique.et.sociale.";"X.titre_Revolution..revue.de.Jacques.Vergès.";"X.titre_Revolution..serie.televisee.";"X.titre_Revolution..Ève.Angeli.";"X.titre_Revolution.9";"X.titre_Revolution.909";"X.titre_Revolution.X";"X.titre_Revolution.agricole";"X.titre_Revolution.americaine";"X.titre_Revolution.copernicienne";"X.titre_Revolution.culturelle";"X.titre_Revolution.de.velours";"X.titre_Revolution.des.Roses";"X.titre_Revolution.des.Tulipes";"X.titre_Revolution.des.Œillets";"X.titre_Revolution.du.Cèdre";"X.titre_Revolution.française";"X.titre_Revolution.française.de.1848";"X.titre_Revolution.industrielle";"X.titre_Revolution.kirghize.de.2010";"X.titre_Revolution.neolithique";"X.titre_Revolution.numerique";"X.titre_Revolution.orange";"X.titre_Revolution.russe";"X.titre_Revolution.scientifique";"X.titre_Revolution.sexuelle";"X.titre_Revolution.sociale";"X.titre_Revolution.tranquille";"X.titre_Revolution.tunisienne.de.2010.2011";"X.titre_Revolution.verte";"X.titre_Revolutionnaire..homonymie.";"X.titre_Revolutions..album.";"X.titre_Revolutions..roman.";"X.titre_Revolutions.de.couleur"
"ex";21;-0,0149;-0,0155;-0,0051;-0,0192;-0,5398;-0,0613;-0,0062;-0,0067;-0,0106;0,3085;-0,0136;-0,1366;-0,009;-0,0308;-0,0173;-0,0123;-0,0776;-0,485;-0,3179;-0,4508;0,7486;-0,0168;-0,0446;-0,1493;-0,0153;-0,3859;-0,1301;0,3899;-0,0559;-0,2432;0,4547;1,2043;1,5322;-0,0328;0,8781;-0,048;-0,2091;-0,2658;-0,1497;-0,0131;-0,0249;-0,0124;-0,0561
"déboucher";14;-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;-0,0409;-0,0042;-0,0045;-0,0071;1,7182;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;-0,3233;0,4132;-0,3005;-0,0569;-0,0112;-0,0297;1,6764;-0,0102;-0,5877;-0,0867;-0,1988;-0,0373;0,5064;0,2435;-0,1197;0,468;1,3083;-0,3816;-0,032;-0,1394;-0,4591;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"quart";16;-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;-0,1902;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;0,2419;-0,2422;0,2624;-0,065;-0,0128;-0,034;-0,1137;-0,0117;0,3553;-0,0991;1,5802;1,0297;-0,1853;0,2079;-0,1368;0,3938;-0,025;0,1981;-0,0365;-0,1593;-0,5246;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"affronter";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;1,1871;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;0,3846;0,5312;0,409;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,6315;-0,062;-0,7247;1,2259;-0,1158;-0,2624;-0,0855;0,2279;-0,0156;0,3315;-0,0228;-0,0996;0,2757;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"presque";26;-0,0184;-0,0191;-0,0063;-0,0238;-0,6683;-0,0759;-0,0077;-0,0083;-0,0132;-0,1719;-0,0168;0,4915;-0,0112;-0,0381;-0,0215;-0,0153;-0,096;-0,2166;0,651;-0,5581;-0,1057;-0,0208;-0,0552;-0,1848;1,3692;0,6698;0,5088;0,235;-0,0692;-0,3011;-0,264;0,3972;1,176;-0,0407;0,3232;-0,0594;0,3476;-0,8526;-0,1853;-0,0163;-0,0308;-0,0153;-0,0694
"étendre";45;-0,0318;-0,0331;-0,0109;-0,0411;1,3681;-0,1314;-0,0134;-0,0144;-0,0228;-0,5049;-0,0291;-0,2926;-0,0193;-0,066;-0,0371;-0,0265;-0,1662;-0,2323;-0,6813;1,691;-0,1829;1,0992;0,7046;-0,3199;-0,0328;0,3969;0,3245;-0,3461;-0,1198;0,9403;-0,2975;0,2308;-0,6075;-0,0704;-0,3198;-0,1028;-0,4482;0,6436;-0,3208;-0,0282;-0,0534;-0,0265;-0,1201
"rejeter";20;-0,0141;-0,0147;-0,0048;-0,0183;-0,5141;-0,0584;-0,0059;-0,0064;-0,0101;0,7022;-0,013;-0,1301;-0,0086;-0,0293;-0,0165;-0,0118;-0,0739;-0,1413;0,8277;0,2021;-0,0813;-0,016;-0,0425;0,5541;-0,0146;0,9742;0,6052;-0,412;-0,0532;-0,2316;-0,5247;1,2423;0,6148;-0,0313;-0,5452;-0,0457;-0,1992;-0,6558;-0,1426;-0,0125;-0,0237;-0,0118;-0,0534
"ampleur";29;-0,0205;-0,0213;-0,007;-0,0265;0,636;-0,0847;-0,0086;-0,0093;-0,0147;-1,015;-0,0188;-0,1886;-0,0124;-0,0425;-0,0239;-0,017;-0,1071;-0,6698;0,5821;-0,6225;-0,1179;-0,0232;-0,0616;-0,2062;-0,0212;0,2945;-0,1797;0,551;-0,0772;-0,3359;0,6193;0,3615;0,3392;-0,0454;0,2727;-0,0662;-0,2888;1,7854;-0,2067;-0,0181;-0,0344;-0,0171;-0,0774
"justifier";23;-0,0163;-0,0169;-0,0056;-0,021;0,8445;-0,0671;-0,0068;-0,0073;-0,0116;1,0104;-0,0149;-0,1496;-0,0099;-0,0337;-0,019;-0,0135;-0,0849;-0,1778;0,2585;-0,4937;-0,0935;-0,0184;-0,0488;-0,1635;-0,0168;0,4474;0,5533;-0,5358;-0,0612;0,3387;-0,2174;-0,1967;0,8888;-0,036;0,3849;-0,0525;-0,2291;-0,7542;-0,164;-0,0144;-0,0273;-0,0136;-0,0614
"près_de";34;-0,0241;-0,025;-0,0082;-0,0311;-0,8739;-0,0992;-0,0101;-0,0108;-0,0172;1,3539;-0,022;-0,2211;-0,0146;-0,0499;-0,0281;-0,02;-0,1256;-0,7852;-0,1711;-0,2948;-0,1382;-0,0272;-0,0722;-0,2417;-0,0248;0,4159;-0,2106;0,8526;1,7356;0,6477;-0,3983;-0,2907;0,7899;-0,0532;-0,9268;-0,0776;-0,3386;0,3432;0,3689;-0,0213;-0,0403;-0,02;-0,0908
"fidèle";17;-0,012;-0,0125;-0,0041;-0,0155;-0,437;-0,0496;-0,005;-0,0054;-0,0086;-0,595;-0,011;-0,1106;-0,0073;-0,0249;-0,014;-0,01;-0,0628;0,2254;0,9443;-0,3649;0,8325;-0,0136;-0,0361;-0,1209;-0,0124;0,6942;-0,1053;-0,2989;-0,0452;-0,1969;-0,446;-0,1454;-0,2476;-0,0266;0,5574;-0,0388;0,491;1,5096;-0,1212;-0,0106;-0,0202;-0,01;-0,0454
"informer";13;-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;-0,455;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;0,9803;-0,3002;0,4384;-0,2791;-0,0528;-0,0104;-0,0276;0,7174;-0,0095;-0,1804;-0,0805;0,8984;-0,0346;-0,1506;0,7572;-0,1112;-0,5058;-0,0203;0,7319;-0,0297;-0,1295;0,2039;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"enseignant";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;1,1871;-0,003;-0,0032;-0,0051;0,257;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,2079;-0,062;-0,7247;-0,0266;-0,1158;0,3435;-0,0855;-0,3891;-0,0156;0,9196;-0,0228;0,6884;1,5043;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"chiffre";19;-0,0134;-0,014;-0,0046;-0,0174;-0,4884;-0,0555;-0,0056;-0,0061;-0,0096;-0,665;-0,0123;-0,1236;-0,0082;-0,0279;-0,0157;-0,0112;-0,0702;0,1966;-0,2877;0,6334;-0,0772;-0,0152;-0,0403;-0,1351;-0,0139;0,5974;-0,1177;-0,373;-0,0506;-0,2201;1,0143;-0,1625;1,1315;-0,0297;-0,5179;-0,0434;-0,1892;0,8062;0,572;-0,0119;-0,0225;-0,0112;-0,0507
"crainte";13;-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;-0,1346;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;0,8434;-0,1968;-0,2791;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;0,4687;-0,0805;0,8984;-0,0346;-0,1506;0,7572;-0,1112;-0,5058;-0,0203;0,2535;-0,0297;-0,1295;-0,4263;0,7164;-0,0081;-0,0154;-0,0077;-0,0347
"charger";50;-0,0354;-0,0368;-0,0121;-0,0457;-1,2852;1,3521;-0,0149;-0,016;-0,0253;0,2612;-0,0324;-0,3252;-0,0215;-0,0733;-0,0413;-0,0294;-0,1847;0,9367;0,2885;1,0351;-0,2032;-0,04;-0,1061;0,2526;-0,0365;0,5059;-0,3098;-0,4752;-0,1331;-0,5792;0,7751;-0,4275;-0,4324;-0,0782;-0,1954;-0,1142;-0,1635;1,163;-0,3564;-0,0313;-0,0593;-0,0295;-0,1335
"fortune";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;0,3846;-0,1514;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,6315;0,8763;0,3287;-0,0266;-0,1158;0,3435;0,7479;-0,3891;-0,0156;-0,2726;-0,0228;-0,0996;0,7921;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"jusqu";33;-0,0233;-0,0243;-0,008;-0,0301;-0,8482;-0,0963;-0,0098;-0,0105;-0,0167;0,6018;-0,0214;-0,2146;-0,0142;-0,0484;-0,0272;-0,0194;-0,1219;-0,3146;-0,4996;-0,2815;0,5757;-0,0264;-0,07;-0,2346;-0,0241;0,4411;-0,2045;1,6424;-0,0878;-0,3822;0,2337;-0,2822;0,5054;-0,0516;0,4877;-0,0754;0,275;-0,5272;0,3786;-0,0206;-0,0391;-0,0195;-0,0881
"70";13;-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;-0,1346;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;-0,3002;-0,1968;-0,2791;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;0,9538;0,7714;0,2104;-0,0346;0,5332;-0,3411;-0,1112;0,5117;-0,0203;0,2535;-0,0297;0,5887;-0,4263;0,7164;-0,0081;-0,0154;-0,0077;-0,0347
"vendre";19;-0,0134;-0,014;-0,0046;-0,0174;1,0343;-0,0555;-0,0056;-0,0061;-0,0096;-0,665;-0,0123;-0,1236;-0,0082;-0,0279;-0,0157;-0,0112;-0,0702;0,5882;-0,2877;-0,4078;-0,0772;-0,0152;-0,0403;-0,1351;-0,0139;0,5974;-0,1177;1,2264;-0,0506;-0,2201;-0,4985;-0,1625;-0,7393;-0,0297;0,9774;-0,0434;-0,1892;-0,2268;0,572;-0,0119;-0,0225;-0,0112;-0,0507
"assumer";11;-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;0,3537;-0,1665;1,0187;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;-0,7971;-0,0293;-0,1274;0,8761;-0,0941;1,9635;-0,0172;-0,2998;-0,0251;1,6078;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"600";10;-0,0071;-0,0074;-0,0024;-0,0091;1,7754;-0,0292;-0,003;-0,0032;-0,0051;0,257;-0,0065;-0,065;-0,0043;1,4788;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;0,409;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;-0,4198;0,8763;0,3287;-0,0266;-0,1158;-0,2624;-0,0855;0,2279;-0,0156;-0,2726;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"fermer";29;-0,0205;-0,0213;-0,007;-0,0265;-0,7454;-0,0847;-0,0086;-0,0093;-0,0147;-0,4792;-0,0188;-0,1886;-0,0124;-0,0425;-0,0239;-0,017;-0,1071;-0,2575;0,1965;0,7893;-0,1179;-0,0232;-0,0616;1,9429;-0,0212;0,2945;0,4701;-0,8081;0,7883;0,2688;0,6193;0,3615;0,3392;1,0036;0,2727;-0,0662;0,3136;-0,9509;-0,2067;-0,0181;-0,0344;-0,0171;0,7871
"aube";12;-0,0085;-0,0088;-0,0029;-0,011;-0,3084;1,1108;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;1,0132;-0,2771;-0,1817;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,1578;-0,0743;1,0042;-0,0319;0,5625;-0,3148;-0,1026;1,1133;-0,0188;-0,3271;-0,0274;-0,1195;0,2248;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"issue";33;1,2812;-0,0243;-0,008;-0,0301;-0,8482;-0,0963;-0,0098;-0,0105;-0,0167;-1,155;-0,0214;-0,2146;-0,0142;-0,0484;-0,0272;-0,0194;-0,1219;0,6144;-0,163;-0,2815;-0,1341;-0,0264;-0,07;0,3795;-0,0241;-0,3947;0,4254;0,9099;-0,0878;0,6669;-0,8658;-0,2822;0,5054;-0,0516;-0,1709;-0,0754;-0,3287;1,525;0,3786;-0,0206;-0,0391;-0,0195;-0,0881
"posséder";36;-0,0255;-0,0265;-0,0087;-0,0329;-0,9253;-0,1051;-0,0107;-0,0115;-0,0182;0,2716;-0,0233;1,0005;-0,0154;-0,0528;-0,0297;-0,0212;0,5789;0,5443;0,9038;-0,7728;-0,1463;-0,0288;-0,0764;-0,2559;-0,0263;0,6305;0,3962;0,7484;0,7034;-0,417;0,451;-0,3078;-0,7599;0,915;-0,9814;-0,0822;0,2502;-0,598;0,9348;-0,0225;-0,0427;-0,0212;-0,0961
"documentation";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;0,257;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;0,5312;0,409;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,2079;-0,062;-0,7247;-0,0266;-0,1158;1,7521;-0,0855;0,2279;-0,0156;0,3315;-0,0228;-0,0996;-0,3279;0,8199;-0,0063;-0,0119;-0,0059;-0,0267
"violemment";12;-0,0085;-0,0088;-0,0029;-0,011;-0,3084;1,1108;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;0,4662;1,7504;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,1578;0,8032;-0,8696;-0,0319;-0,139;-0,3148;-0,1026;-0,1396;-0,0188;0,2764;-0,0274;-0,1195;1,2883;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"territorial";12;-0,0085;-0,0088;-0,0029;-0,011;-0,3084;1,1108;-0,0036;-0,0038;-0,0061;0,2078;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;0,3263;-0,1817;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;0,5161;0,8032;1,0042;-0,0319;-0,139;-0,3148;-0,1026;-0,1396;-0,0188;-0,3271;-0,0274;0,6188;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"effondrer";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;1,0921;-0,0406;-0,008;-0,0212;0,821;-0,0073;0,2079;-0,062;-0,7247;-0,0266;-0,1158;0,9466;-0,0855;0,6796;-0,0156;0,3315;-0,0228;-0,0996;0,2757;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"payer";13;-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;0,5743;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;0,8434;-0,1968;-0,2791;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;1,583;-0,0805;0,8984;-0,0346;-0,1506;-0,3411;-0,1112;-0,5058;-0,0203;-0,3544;-0,0297;-0,1295;0,2039;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"rébellion";19;-0,0134;-0,014;-0,0046;-0,0174;-0,4884;-0,0555;-0,0056;-0,0061;-0,0096;1,8901;-0,0123;-0,1236;-0,0082;-0,0279;-0,0157;-0,0112;-0,0702;1,1404;-0,2877;1,2148;-0,0772;-0,0152;-0,0403;-0,1351;-0,0139;0,5974;-0,1177;-1,3769;-0,0506;-0,2201;-0,4985;-0,1625;-0,2951;-0,0297;-0,1695;-0,0434;0,452;0,3906;-0,1354;-0,0119;-0,0225;-0,0112;-0,0507
"véritable";45;-0,0318;-0,0331;-0,0109;-0,0411;0,3166;-0,1314;-0,0134;-0,0144;-0,0228;0,8792;-0,0291;0,3096;-0,0193;-0,066;-0,0371;-0,0265;0,4976;0,3827;-0,6813;-0,4501;-0,1829;-0,036;-0,0955;0,7806;-0,0328;0,9346;-0,2788;0,412;-0,1198;-0,5212;1,3329;-0,3848;-0,3427;-0,0704;-0,6339;0,6763;-0,1377;-0,8196;-0,3208;-0,0282;-0,0534;-0,0265;-0,1201
"qualifié";31;-0,0219;-0,0228;-0,0075;-0,0283;-0,7968;0,7256;-0,0092;-0,0099;-0,0157;0,6656;-0,0201;-0,2016;-0,0133;-0,0455;-0,0256;-0,0182;0,635;-0,7159;1,0515;0,3521;-0,126;-0,0248;-0,0658;-0,2204;-0,0226;-1,3015;-0,1921;0,4702;-0,0825;-0,3591;0,9765;0,3402;0,5643;-0,0485;-0,8451;-0,0708;-0,3087;1,1489;-0,221;-0,0194;-0,0368;-0,0183;-0,0827
"frapper";12;-0,0085;-0,0088;-0,0029;-0,011;-0,3084;1,1108;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;0,3263;-0,1817;0,3493;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;0,5161;1,9192;0,2436;-0,0319;-0,139;-0,3148;-0,1026;0,5608;-0,0188;0,2764;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"logique";15;-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;-0,1711;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;-0,3464;1,0374;-0,322;-0,061;-0,012;-0,0318;-0,1066;-0,0109;0,389;-0,0929;-0,2305;-0,0399;-0,1737;0,6606;0,5923;0,4289;-0,0235;-0,4089;-0,0343;-0,1494;-0,1541;0,6611;-0,0094;-0,0178;-0,0088;1,0552
"combattre";12;-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;0,6255;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;0,9015;-0,1817;0,9531;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,1578;0,8032;-0,8696;-0,0319;-0,139;-0,3148;-0,1026;0,5608;-0,0188;0,2764;-0,0274;0,6188;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"dominant";16;-0,0113;-0,0118;-0,0039;-0,0146;1,2176;-0,0467;-0,0048;-0,0051;-0,0081;1,5123;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;0,2419;-0,2422;0,2624;-0,065;-0,0128;-0,034;-0,1137;-0,0117;-0,2528;-0,0991;-0,2639;-0,0426;-0,1853;1,9151;-0,1368;-0,6226;-0,025;-0,4361;-0,0365;-0,1593;-0,5246;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"vingt";16;-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;-0,56;-0,0104;0,6715;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;-0,3695;-0,2422;-0,3434;-0,065;-0,0128;-0,034;-0,1137;-0,0117;0,3553;-0,0991;0,6515;-0,0426;-0,1853;0,2079;-0,1368;-0,2247;-0,025;1,1577;-0,0365;0,5127;0,9757;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"portrait";14;-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;-0,0409;-0,0042;-0,0045;-0,0071;-0,49;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;1,4829;0,4132;0,8407;-0,0569;-0,0112;-0,0297;-0,0995;-0,0102;0,4266;-0,0867;-0,1988;-0,0373;-0,1622;0,7065;-0,1197;-0,5447;-0,0219;-0,3816;-0,032;-0,1394;0,5671;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"classique";11;-0,0078;-0,0081;-0,0027;-0,01;1,6558;1,1471;-0,0033;-0,0035;-0,0056;0,2307;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;-0,1665;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;-0,7971;-0,0293;-0,1274;1,6329;-0,0941;-0,428;-0,0172;0,3022;-0,0251;-0,1096;0,2486;-0,0784;-0,0069;1,5288;-0,0065;-0,0294
"réprimer";26;-0,0184;-0,0191;-0,0063;-0,0238;-0,6683;-0,0759;-0,0077;-0,0083;-0,0132;1,8918;-0,0168;-0,1691;-0,0112;-0,0381;-0,0215;-0,0153;-0,096;-0,6005;-0,3936;1,4612;0,6656;-0,0208;0,9232;-0,1848;-0,019;0,3624;1,2833;-1,8842;-0,0692;-0,3011;-0,6822;-0,2223;1,6911;-0,0407;-0,2799;-0,0594;-0,2589;0,2417;-0,1853;-0,0163;-0,0308;-0,0153;-0,0694
"brûler";16;-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;-0,56;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;0,6995;-0,2422;-0,3434;-0,065;-0,0128;-0,034;-0,1137;-0,0117;0,3553;-0,0991;-0,2639;1,0297;-0,1853;-0,4198;-0,1368;0,3938;-0,025;1,1577;-0,0365;-0,1593;0,4864;-0,1141;-0,01;1,369;1,6679;-0,0427
"affiche";13;-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;0,5743;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;0,3018;-0,1968;1,652;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;-0,1804;-0,0805;-0,9421;-0,0346;-0,1506;0,2644;-0,1112;1,0269;-0,0203;0,7319;-0,0297;-0,1295;-0,4263;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"prouver";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;1,3567;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,6315;-0,062;0,3287;-0,0266;0,6306;-0,2624;0,7479;-0,3891;-0,0156;0,3315;-0,0228;-0,0996;0,2757;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"compléter";17;-0,012;-0,0125;-0,0041;1,4543;1,1516;-0,0496;-0,005;-0,0054;-0,0086;-0,595;-0,011;-0,1106;-0,0073;-0,0249;-0,014;-0,01;0,871;-0,3926;-0,2574;-0,3649;-0,0691;-0,0136;-0,0361;-0,1209;-0,0124;-0,2783;1,6255;1,4501;-0,0452;-0,1969;-0,446;-0,1454;-0,6615;-0,0266;-0,4634;1,068;0,491;-0,1895;-0,1212;-0,0106;-0,0202;-0,01;-0,0454
"approvisionnement";10;-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;0,3846;-0,1514;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,6315;-0,062;1,2676;-0,0266;1,5674;-0,2624;-0,0855;0,2279;-0,0156;-0,2726;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"silence";13;-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;-0,455;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;-0,3002;1,1471;1,652;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;-0,1804;-0,0805;-0,9421;-0,0346;-0,1506;-0,3411;-0,1112;-0,5058;-0,0203;1,391;-0,0297;-0,1295;1,9309;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"accessible";11;-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;0,6831;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;-0,1665;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;0,2825;1,1859;-0,1274;1,6329;-0,0941;-0,428;-0,0172;0,8496;-0,0251;-0,1096;0,2486;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"infoboxarticle";17;-0,012;1,5468;-0,0041;1,4543;1,1516;-0,0496;-0,005;-0,0054;-0,0086;-0,595;-0,011;-0,1106;-0,0073;1,2535;1,4976;-0,01;-0,0628;-0,3926;-0,2574;-0,3649;-0,0691;-0,0136;-0,0361;0,6145;-0,0124;-0,2783;0,6669;-0,2989;-0,0452;-0,1969;-0,446;0,546;-0,2476;-0,0266;-0,4634;-0,0388;-0,1693;-0,1895;-0,1212;-0,0106;1,3433;1,6419;-0,0454
"près";13;-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;0,5743;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;0,3018;1,1471;-0,2791;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;-0,5458;-0,0805;0,2104;-0,0346;-0,1506;0,2644;-0,1112;0,5117;1,3397;0,7319;-0,0297;-0,1295;-0,4263;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"équipe";11;-0,0078;-0,0081;-0,0027;1,6407;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;-0,1665;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,1362;-0,0681;0,2825;-0,0293;0,5947;0,3138;-0,0941;0,2029;-0,0172;-0,2998;-0,0251;0,6518;1,3897;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
